trimestre,region,sexo,nivel_educativo,ocupados_informales,ocupados_formales,ocupados_totales,tasa_informal
2023Q1,O’Higgins,Mujeres,Media completa,5086,6020,11106,0.45795065730235907
2023Q2,O’Higgins,Mujeres,Media completa,3610,3944,7554,0.47789250728091076
2023Q3,O’Higgins,Mujeres,Media completa,3761,6978,10739,0.350218828568768
2023Q4,O’Higgins,Mujeres,Media completa,2806,3531,6337,0.44279627584030296
2024Q1,O’Higgins,Mujeres,Media completa,4293,8917,13210,0.3249810749432248
2024Q2,O’Higgins,Mujeres,Media completa,4915,8929,13844,0.35502744871424446
2024Q3,O’Higgins,Mujeres,Media completa,928,1362,2290,0.4052401746724891
2024Q4,O’Higgins,Mujeres,Media completa,10031,10266,20297,0.49421096713800067
2023Q1,O’Higgins,Mujeres,Superior incompleta,3235,4546,7781,0.4157563295206272
2023Q2,O’Higgins,Mujeres,Superior incompleta,3846,3939,7785,0.49402697495183046
2023Q3,O’Higgins,Mujeres,Superior incompleta,1018,1459,2477,0.41098102543399273
2023Q4,O’Higgins,Mujeres,Superior incompleta,4598,4584,9182,0.5007623611413635
2024Q1,O’Higgins,Mujeres,Superior incompleta,9045,12031,21076,0.42916113114442966
2024Q2,O’Higgins,Mujeres,Superior incompleta,2935,4330,7265,0.4039917412250516
2024Q3,O’Higgins,Mujeres,Superior incompleta,5254,6223,11477,0.457785135488368
2024Q4,O’Higgins,Mujeres,Superior incompleta,3057,6907,9964,0.3068044961862706
2023Q1,O’Higgins,Mujeres,Superior completa,4074,6499,10573,0.3853211009174312
2023Q2,O’Higgins,Mujeres,Superior completa,8829,11164,19993,0.4416045615965588
2023Q3,O’Higgins,Mujeres,Superior completa,3663,6073,9736,0.3762325390304026
2023Q4,O’Higgins,Mujeres,Superior completa,1595,2239,3834,0.4160146061554512
2024Q1,O’Higgins,Mujeres,Superior completa,5788,8870,14658,0.3948696957292946
2024Q2,O’Higgins,Mujeres,Superior completa,5965,5744,11709,0.5094371850713126
2024Q3,O’Higgins,Mujeres,Superior completa,6738,9899,16637,0.40500090160485663
2024Q4,O’Higgins,Mujeres,Superior completa,9260,11537,20797,0.44525652738375726
2023Q1,Tarapacá,Hombres,Sin educación,9524,11915,21439,0.4442371379262092
2023Q2,Tarapacá,Hombres,Sin educación,1226,1854,3080,0.39805194805194805
2023Q3,Tarapacá,Hombres,Sin educación,6692,7670,14362,0.4659518172956413
2023Q4,Tarapacá,Hombres,Sin educación,2631,3051,5682,0.46304118268215416
2024Q1,Tarapacá,Hombres,Sin educación,1964,2210,4174,0.4705318639195017
2024Q2,Tarapacá,Hombres,Sin educación,6391,9018,15409,0.4147576091894348
2024Q3,Tarapacá,Hombres,Sin educación,748,1110,1858,0.4025834230355221
2024Q4,Tarapacá,Hombres,Sin educación,3115,6441,9556,0.3259732105483466
2023Q1,Tarapacá,Hombres,Básica incompleta,5991,8151,14142,0.42363173525668224
2023Q2,Tarapacá,Hombres,Básica incompleta,2591,7019,9610,0.2696149843912591
2023Q3,Tarapacá,Hombres,Básica incompleta,9177,11942,21119,0.43453762015246933
2023Q4,Tarapacá,Hombres,Básica incompleta,1419,1456,2875,0.4935652173913043
2024Q1,Tarapacá,Hombres,Básica incompleta,1128,2454,3582,0.3149078726968174
2024Q2,Tarapacá,Hombres,Básica incompleta,4842,7283,12125,0.39934020618556704
2024Q3,Tarapacá,Hombres,Básica incompleta,6752,9800,16552,0.40792653455775735
2024Q4,Tarapacá,Hombres,Básica incompleta,4995,10518,15513,0.321988010056082
2023Q1,Tarapacá,Hombres,Básica completa,2491,3535,6026,0.4133753733820113
2023Q2,Tarapacá,Hombres,Básica completa,4081,5514,9595,0.4253256904637832
2023Q3,Tarapacá,Hombres,Básica completa,8121,13225,21346,0.3804459851962897
2023Q4,Tarapacá,Hombres,Básica completa,9162,11114,20276,0.45186427303215626
2024Q1,Tarapacá,Hombres,Básica completa,3144,5441,8585,0.3662201514269074
2024Q2,Tarapacá,Hombres,Básica completa,2154,4030,6184,0.3483182406209573
2024Q3,Tarapacá,Hombres,Básica completa,1405,2683,4088,0.34368884540117417
2024Q4,Tarapacá,Hombres,Básica completa,2725,2965,5690,0.4789103690685413
2023Q1,Tarapacá,Hombres,Media incompleta,8025,8415,16440,0.48813868613138683
2023Q2,Tarapacá,Hombres,Media incompleta,3742,6886,10628,0.35208882197967634
2023Q3,Tarapacá,Hombres,Media incompleta,834,1009,1843,0.4525230602278893
2023Q4,Tarapacá,Hombres,Media incompleta,5156,8284,13440,0.3836309523809524
2024Q1,Tarapacá,Hombres,Media incompleta,1339,1840,3179,0.4212016357345077
2024Q2,Tarapacá,Hombres,Media incompleta,1439,1996,3435,0.41892285298398835
2024Q3,Tarapacá,Hombres,Media incompleta,3133,3565,6698,0.467751567632129
2024Q4,Tarapacá,Hombres,Media incompleta,886,1649,2535,0.3495069033530572
2023Q1,Tarapacá,Hombres,Media completa,1350,2238,3588,0.3762541806020067
2023Q2,Tarapacá,Hombres,Media completa,1623,2121,3744,0.43349358974358976
2023Q3,Tarapacá,Hombres,Media completa,6169,14279,20448,0.30169209702660404
2023Q4,Tarapacá,Hombres,Media completa,6328,6748,13076,0.48394004282655245
2024Q1,Tarapacá,Hombres,Media completa,6799,10859,17658,0.3850379431419187
2024Q2,Tarapacá,Hombres,Media completa,2639,4201,6840,0.3858187134502924
2024Q3,Tarapacá,Hombres,Media completa,4267,5272,9539,0.44732152217213544
2024Q4,Tarapacá,Hombres,Media completa,7590,11487,19077,0.39786129894637523
2023Q1,Tarapacá,Hombres,Superior incompleta,3186,4511,7697,0.4139275042224243
2023Q2,Tarapacá,Hombres,Superior incompleta,4336,6591,10927,0.39681522833348587
2023Q3,Tarapacá,Hombres,Superior incompleta,4506,7083,11589,0.3888169816205022
2023Q4,Tarapacá,Hombres,Superior incompleta,8260,11464,19724,0.4187791523017643
2024Q1,Tarapacá,Hombres,Superior incompleta,8353,12962,21315,0.3918836500117288
2024Q2,Tarapacá,Hombres,Superior incompleta,6279,14414,20693,0.3034359445223022
2024Q3,Tarapacá,Hombres,Superior incompleta,6276,10135,16411,0.3824264213027847
2024Q4,Tarapacá,Hombres,Superior incompleta,2617,3535,6152,0.42539011703511054
2023Q1,Tarapacá,Hombres,Superior completa,1708,2785,4493,0.38014689517026484
2023Q2,Tarapacá,Hombres,Superior completa,3439,4101,7540,0.4561007957559682
2023Q3,Tarapacá,Hombres,Superior completa,5462,9639,15101,0.36169790080127145
2023Q4,Tarapacá,Hombres,Superior completa,4126,8788,12914,0.31949821898714575
2024Q1,Tarapacá,Hombres,Superior completa,4539,5920,10459,0.4339803040443637
2024Q2,Tarapacá,Hombres,Superior completa,2152,3923,6075,0.354238683127572
2024Q3,Tarapacá,Hombres,Superior completa,2937,6690,9627,0.305079464007479
2024Q4,Tarapacá,Hombres,Superior completa,3415,5997,9412,0.3628346791330217
2023Q1,Tarapacá,Mujeres,Sin educación,1551,3024,4575,0.33901639344262297
2023Q2,Tarapacá,Mujeres,Sin educación,4698,10644,15342,0.3062182244818146
2023Q3,Tarapacá,Mujeres,Sin educación,1630,1926,3556,0.4583802024746907
2023Q4,Tarapacá,Mujeres,Sin educación,4680,9518,14198,0.3296238906888294
2024Q1,Tarapacá,Mujeres,Sin educación,4005,4583,8588,0.46634839310666043
2024Q2,Tarapacá,Mujeres,Sin educación,6606,11975,18581,0.35552446047037295
2024Q3,Tarapacá,Mujeres,Sin educación,3112,6377,9489,0.3279586890083254
2024Q4,Tarapacá,Mujeres,Sin educación,5289,8217,13506,0.3916037316748112
2023Q1,Tarapacá,Mujeres,Básica incompleta,5255,12589,17844,0.2944967496077113
2023Q2,Tarapacá,Mujeres,Básica incompleta,1361,1829,3190,0.42664576802507836
2023Q3,Tarapacá,Mujeres,Básica incompleta,5604,6904,12508,0.4480332587144228
2023Q4,Tarapacá,Mujeres,Básica incompleta,3240,4891,8131,0.3984749723281269
2024Q1,Tarapacá,Mujeres,Básica incompleta,3220,5080,8300,0.38795180722891565
2024Q2,Tarapacá,Mujeres,Básica incompleta,3588,4588,8176,0.4388454011741683
2024Q3,Tarapacá,Mujeres,Básica incompleta,2610,5058,7668,0.3403755868544601
2024Q4,Tarapacá,Mujeres,Básica incompleta,3980,5236,9216,0.4318576388888889
2023Q1,Tarapacá,Mujeres,Básica completa,4191,12090,16281,0.2574166206007002
2023Q2,Tarapacá,Mujeres,Básica completa,4048,6002,10050,0.4027860696517413
2023Q3,Tarapacá,Mujeres,Básica completa,6777,9158,15935,0.4252902416065265
2023Q4,Tarapacá,Mujeres,Básica completa,794,1150,1944,0.40843621399176955
2024Q1,Tarapacá,Mujeres,Básica completa,8644,12123,20767,0.4162372995618048
2024Q2,Tarapacá,Mujeres,Básica completa,3995,6213,10208,0.39135971786833856
2024Q3,Tarapacá,Mujeres,Básica completa,7010,9238,16248,0.4314377154111275
2024Q4,Tarapacá,Mujeres,Básica completa,2996,8118,11114,0.26956991182292606
2023Q1,Tarapacá,Mujeres,Media incompleta,6034,6633,12667,0.4763558853714376
2023Q2,Tarapacá,Mujeres,Media incompleta,3992,8176,12168,0.32807363576594345
2023Q3,Tarapacá,Mujeres,Media incompleta,2109,4023,6132,0.3439334637964775
2023Q4,Tarapacá,Mujeres,Media incompleta,2302,4086,6388,0.3603631809643081
2024Q1,Tarapacá,Mujeres,Media incompleta,7166,10363,17529,0.4088082605967254
2024Q2,Tarapacá,Mujeres,Media incompleta,3502,9962,13464,0.2601010101010101
2024Q3,Tarapacá,Mujeres,Media incompleta,3193,4026,7219,0.4423050283972849
2024Q4,Tarapacá,Mujeres,Media incompleta,6390,10236,16626,0.38433778419343195
2023Q1,Tarapacá,Mujeres,Media completa,1472,2408,3880,0.37938144329896906
2023Q2,Tarapacá,Mujeres,Media completa,4292,5769,10061,0.42659775370241526
2023Q3,Tarapacá,Mujeres,Media completa,6345,6670,13015,0.48751440645409144
2023Q4,Tarapacá,Mujeres,Media completa,812,1526,2338,0.3473053892215569
2024Q1,Tarapacá,Mujeres,Media completa,3917,4764,8681,0.45121529777675384
2024Q2,Tarapacá,Mujeres,Media completa,4245,9092,13337,0.31828747094549
2024Q3,Tarapacá,Mujeres,Media completa,6525,8957,15482,0.4214571760754425
2024Q4,Tarapacá,Mujeres,Media completa,7836,9477,17313,0.45260786692081095
2023Q1,Tarapacá,Mujeres,Superior incompleta,7089,8187,15276,0.4640612725844462
2023Q2,Tarapacá,Mujeres,Superior incompleta,5262,7067,12329,0.42679860491524046
2023Q3,Tarapacá,Mujeres,Superior incompleta,1250,2299,3549,0.3522118906734291
2023Q4,Tarapacá,Mujeres,Superior incompleta,4563,7469,12032,0.37923869680851063
2024Q1,Tarapacá,Mujeres,Superior incompleta,6360,12873,19233,0.3306816409296522
2024Q2,Tarapacá,Mujeres,Superior incompleta,1617,1770,3387,0.47741364038972545
2024Q3,Tarapacá,Mujeres,Superior incompleta,994,1416,2410,0.41244813278008297
2024Q4,Tarapacá,Mujeres,Superior incompleta,7306,9552,16858,0.43338474314865344
2023Q1,Tarapacá,Mujeres,Superior completa,6075,8347,14422,0.42123145194841216
2023Q2,Tarapacá,Mujeres,Superior completa,2007,2894,4901,0.40950826361966947
2023Q3,Tarapacá,Mujeres,Superior completa,2892,6921,9813,0.29471109752369307
2023Q4,Tarapacá,Mujeres,Superior completa,6622,9827,16449,0.40257766429570185
2024Q1,Tarapacá,Mujeres,Superior completa,1056,2092,3148,0.3354510800508259
2024Q2,Tarapacá,Mujeres,Superior completa,6100,10765,16865,0.3616958197450341
2024Q3,Tarapacá,Mujeres,Superior completa,9798,13831,23629,0.41465995175420034
2024Q4,Tarapacá,Mujeres,Superior completa,8031,7951,15982,0.5025028156676261
2023Q1,Valparaíso,Hombres,Sin educación,6204,14595,20799,0.2982835713255445
2023Q2,Valparaíso,Hombres,Sin educación,1111,1694,2805,0.396078431372549
2023Q3,Valparaíso,Hombres,Sin educación,2570,3251,5821,0.44150489606596804
2023Q4,Valparaíso,Hombres,Sin educación,3563,3481,7044,0.5058205565019875
2024Q1,Valparaíso,Hombres,Sin educación,2851,3839,6690,0.42615844544095666
2024Q2,Valparaíso,Hombres,Sin educación,5833,7270,13103,0.4451652293367931
2024Q3,Valparaíso,Hombres,Sin educación,1029,1061,2090,0.49234449760765553
2024Q4,Valparaíso,Hombres,Sin educación,1432,2738,4170,0.3434052757793765
2023Q1,Valparaíso,Hombres,Básica incompleta,2065,4657,6722,0.3072002380243975
2023Q2,Valparaíso,Hombres,Básica incompleta,4487,7696,12183,0.36830009028974803
2023Q3,Valparaíso,Hombres,Básica incompleta,10094,10119,20213,0.4993815861079503
2023Q4,Valparaíso,Hombres,Básica incompleta,8801,12872,21673,0.40608129931250864
2024Q1,Valparaíso,Hombres,Básica incompleta,3256,4659,7915,0.41137081490840177
2024Q2,Valparaíso,Hombres,Básica incompleta,8007,12292,20299,0.39445292871570026
2024Q3,Valparaíso,Hombres,Básica incompleta,4964,5831,10795,0.45984251968503936
2024Q4,Valparaíso,Hombres,Básica incompleta,1663,2277,3940,0.42208121827411166
2023Q1,Valparaíso,Hombres,Básica completa,1786,3384,5170,0.34545454545454546
2023Q2,Valparaíso,Hombres,Básica completa,5594,12985,18579,0.30109263146563325
2023Q3,Valparaíso,Hombres,Básica completa,5033,14427,19460,0.2586330935251799
2023Q4,Valparaíso,Hombres,Básica completa,8739,12417,21156,0.4130743051616563
2024Q1,Valparaíso,Hombres,Básica completa,4470,10372,14842,0.301172348740062
2024Q2,Valparaíso,Hombres,Básica completa,7715,9902,17617,0.4379292728614407
2024Q3,Valparaíso,Hombres,Básica completa,9636,11166,20802,0.4632246899336602
2024Q4,Valparaíso,Hombres,Básica completa,1713,2245,3958,0.4327943405760485
2023Q1,Valparaíso,Hombres,Media incompleta,5673,6316,11989,0.4731837517724581
2023Q2,Valparaíso,Hombres,Media incompleta,2155,4728,6883,0.31309022228679356
2023Q3,Valparaíso,Hombres,Media incompleta,1214,2169,3383,0.3588530889742832
2023Q4,Valparaíso,Hombres,Media incompleta,3664,10315,13979,0.2621074468846126
2024Q1,Valparaíso,Hombres,Media incompleta,1996,3056,5052,0.3950910530482977
2024Q2,Valparaíso,Hombres,Media incompleta,1492,1657,3149,0.473801206732296
2024Q3,Valparaíso,Hombres,Media incompleta,4737,7768,12505,0.37880847660935624
2024Q4,Valparaíso,Hombres,Media incompleta,3974,4701,8675,0.4580979827089337
2023Q1,Valparaíso,Hombres,Media completa,7310,10590,17900,0.4083798882681564
2023Q2,Valparaíso,Hombres,Media completa,1560,2274,3834,0.40688575899843504
2023Q3,Valparaíso,Hombres,Media completa,4975,10167,15142,0.328556333377361
2023Q4,Valparaíso,Hombres,Media completa,1596,3284,4880,0.32704918032786884
2024Q1,Valparaíso,Hombres,Media completa,3436,5029,8465,0.4059066745422327
2024Q2,Valparaíso,Hombres,Media completa,2764,4875,7639,0.3618274643277916
2024Q3,Valparaíso,Hombres,Media completa,5747,9220,14967,0.38397808512059867
2024Q4,Valparaíso,Hombres,Media completa,4552,5469,10021,0.454246083225227
2023Q1,Valparaíso,Hombres,Superior incompleta,5944,8271,14215,0.41814984171649666
2023Q2,Valparaíso,Hombres,Superior incompleta,2205,2572,4777,0.46158676993929243
2023Q3,Valparaíso,Hombres,Superior incompleta,2475,4322,6797,0.3641312343681036
2023Q4,Valparaíso,Hombres,Superior incompleta,5130,5551,10681,0.480292107480573
2024Q1,Valparaíso,Hombres,Superior incompleta,898,1571,2469,0.36371000405022275
2024Q2,Valparaíso,Hombres,Superior incompleta,7395,9274,16669,0.4436378906953027
2024Q3,Valparaíso,Hombres,Superior incompleta,4098,7012,11110,0.36885688568856884
2024Q4,Valparaíso,Hombres,Superior incompleta,3893,10394,14287,0.2724854763071324
2023Q1,Valparaíso,Hombres,Superior completa,4745,9654,14399,0.3295367733870408
2023Q2,Valparaíso,Hombres,Superior completa,2086,1861,3947,0.5285026602482898
2023Q3,Valparaíso,Hombres,Superior completa,1473,1837,3310,0.44501510574018127
2023Q4,Valparaíso,Hombres,Superior completa,1575,3341,4916,0.32038242473555734
2024Q1,Valparaíso,Hombres,Superior completa,4389,8038,12427,0.35318258630401544
2024Q2,Valparaíso,Hombres,Superior completa,3221,8105,11326,0.28438989934663605
2024Q3,Valparaíso,Hombres,Superior completa,2755,5015,7770,0.35456885456885456
2024Q4,Valparaíso,Hombres,Superior completa,8151,9101,17252,0.4724669603524229
2023Q1,Valparaíso,Mujeres,Sin educación,4846,5175,10021,0.4835844726075242
2023Q2,Valparaíso,Mujeres,Sin educación,7596,7710,15306,0.49627597020776165
2023Q3,Valparaíso,Mujeres,Sin educación,2314,1936,4250,0.5444705882352942
2023Q4,Valparaíso,Mujeres,Sin educación,10297,10845,21142,0.48704001513574874
2024Q1,Valparaíso,Mujeres,Sin educación,4906,7101,12007,0.40859498625801616
2024Q2,Valparaíso,Mujeres,Sin educación,3057,3625,6682,0.4574977551631248
2024Q3,Valparaíso,Mujeres,Sin educación,2915,3632,6547,0.44524209561631284
2024Q4,Valparaíso,Mujeres,Sin educación,822,1273,2095,0.39236276849642004
2023Q1,Valparaíso,Mujeres,Básica incompleta,1537,2254,3791,0.40543392244790294
2023Q2,Valparaíso,Mujeres,Básica incompleta,4684,7591,12275,0.3815885947046843
2023Q3,Valparaíso,Mujeres,Básica incompleta,6406,10303,16709,0.3833861990544018
2023Q4,Valparaíso,Mujeres,Básica incompleta,7124,7145,14269,0.4992641390426799
2024Q1,Valparaíso,Mujeres,Básica incompleta,6167,10574,16741,0.36837703840869723
2024Q2,Valparaíso,Mujeres,Básica incompleta,7601,10411,18012,0.4219964468132356
2024Q3,Valparaíso,Mujeres,Básica incompleta,3907,6517,10424,0.37480813507290867
2024Q4,Valparaíso,Mujeres,Básica incompleta,1800,3301,5101,0.3528719858851206
2023Q1,Valparaíso,Mujeres,Básica completa,2978,2519,5497,0.5417500454793523
2023Q2,Valparaíso,Mujeres,Básica completa,5345,7673,13018,0.41058534337071745
2023Q3,Valparaíso,Mujeres,Básica completa,3511,4775,8286,0.42372676804248127
2023Q4,Valparaíso,Mujeres,Básica completa,703,1605,2308,0.30459272097053725
2024Q1,Valparaíso,Mujeres,Básica completa,5816,5282,11098,0.5240583888989007
2024Q2,Valparaíso,Mujeres,Básica completa,3641,5873,9514,0.3826991801555602
2024Q3,Valparaíso,Mujeres,Básica completa,6891,14162,21053,0.3273167719564908
2024Q4,Valparaíso,Mujeres,Básica completa,3580,5152,8732,0.40998625744388456
2023Q1,Valparaíso,Mujeres,Media incompleta,7320,10050,17370,0.4214162348877375
2023Q2,Valparaíso,Mujeres,Media incompleta,2711,5396,8107,0.33440236832367093
2023Q3,Valparaíso,Mujeres,Media incompleta,4555,7162,11717,0.38875138687377314
2023Q4,Valparaíso,Mujeres,Media incompleta,1800,3363,5163,0.3486345148169669
2024Q1,Valparaíso,Mujeres,Media incompleta,2759,6219,8978,0.30730674983292494
2024Q2,Valparaíso,Mujeres,Media incompleta,5562,10267,15829,0.351380377787605
2024Q3,Valparaíso,Mujeres,Media incompleta,2399,4169,6568,0.3652557856272838
2024Q4,Valparaíso,Mujeres,Media incompleta,3493,4682,8175,0.4272782874617737
2023Q1,Valparaíso,Mujeres,Media completa,7169,10085,17254,0.41549785556972296
2023Q2,Valparaíso,Mujeres,Media completa,4414,7185,11599,0.38055004741788084
2023Q3,Valparaíso,Mujeres,Media completa,6734,7451,14185,0.4747268241099753
2023Q4,Valparaíso,Mujeres,Media completa,2658,3827,6485,0.40986892829606786
2024Q1,Valparaíso,Mujeres,Media completa,4342,8339,12681,0.34240201876823595
2024Q2,Valparaíso,Mujeres,Media completa,2953,4322,7275,0.4059106529209622
2024Q3,Valparaíso,Mujeres,Media completa,6276,8350,14626,0.42909886503486944
2024Q4,Valparaíso,Mujeres,Media completa,3410,6876,10286,0.33151856892864084
2023Q1,Valparaíso,Mujeres,Superior incompleta,4856,9153,14009,0.3466343065172389
2023Q2,Valparaíso,Mujeres,Superior incompleta,3767,6279,10046,0.37497511447342224
2023Q3,Valparaíso,Mujeres,Superior incompleta,1932,3277,5209,0.3708965252447687
2023Q4,Valparaíso,Mujeres,Superior incompleta,9794,9610,19404,0.5047412904555761
2024Q1,Valparaíso,Mujeres,Superior incompleta,1929,4100,6029,0.3199535578039476
2024Q2,Valparaíso,Mujeres,Superior incompleta,1129,2220,3349,0.33711555688265155
2024Q3,Valparaíso,Mujeres,Superior incompleta,4274,7689,11963,0.35726824375156735
2024Q4,Valparaíso,Mujeres,Superior incompleta,6728,7339,14067,0.4782825051539063
2023Q1,Valparaíso,Mujeres,Superior completa,4100,6477,10577,0.38763354448331283
2023Q2,Valparaíso,Mujeres,Superior completa,2438,3361,5799,0.42041731332988447
2023Q3,Valparaíso,Mujeres,Superior completa,5062,6534,11596,0.43652983787512933
2023Q4,Valparaíso,Mujeres,Superior completa,4897,6040,10937,0.44774618268263694
2024Q1,Valparaíso,Mujeres,Superior completa,3723,5957,9680,0.3846074380165289
2024Q2,Valparaíso,Mujeres,Superior completa,2143,3695,5838,0.3670777663583419
2024Q3,Valparaíso,Mujeres,Superior completa,4348,5665,10013,0.4342354938579846
2024Q4,Valparaíso,Mujeres,Superior completa,1987,4811,6798,0.29229185054427775
2023Q1,Ñuble,Hombres,Sin educación,9510,11103,20613,0.46135933634114396
2023Q2,Ñuble,Hombres,Sin educación,4228,7027,11255,0.3756552643269658
2023Q3,Ñuble,Hombres,Sin educación,6038,7478,13516,0.4467298017164842
2023Q4,Ñuble,Hombres,Sin educación,3936,5853,9789,0.40208397180508737
2024Q1,Ñuble,Hombres,Sin educación,6617,10328,16945,0.3904986721746828
2024Q2,Ñuble,Hombres,Sin educación,2209,3147,5356,0.41243465272591484
2024Q3,Ñuble,Hombres,Sin educación,1098,1497,2595,0.423121387283237
2024Q4,Ñuble,Hombres,Sin educación,6757,9040,15797,0.4277394441982655
2023Q1,Ñuble,Hombres,Básica incompleta,4508,10014,14522,0.3104255612174632
2023Q2,Ñuble,Hombres,Básica incompleta,4976,6483,11459,0.43424382581377086
2023Q3,Ñuble,Hombres,Básica incompleta,5384,13186,18570,0.2899299946149704
2023Q4,Ñuble,Hombres,Básica incompleta,1386,2075,3461,0.4004622941346432
2024Q1,Ñuble,Hombres,Básica incompleta,6598,8846,15444,0.4272209272209272
2024Q2,Ñuble,Hombres,Básica incompleta,5662,8682,14344,0.39472950362520914
2024Q3,Ñuble,Hombres,Básica incompleta,925,1441,2366,0.39095519864750633
2024Q4,Ñuble,Hombres,Básica incompleta,5031,6307,11338,0.4437290527429882
2023Q1,Ñuble,Hombres,Básica completa,5057,7700,12757,0.3964098142196441
2023Q2,Ñuble,Hombres,Básica completa,5634,9626,15260,0.3692005242463958
2023Q3,Ñuble,Hombres,Básica completa,4719,8115,12834,0.36769518466573164
2023Q4,Ñuble,Hombres,Básica completa,6226,9600,15826,0.39340326045747503
2024Q1,Ñuble,Hombres,Básica completa,1436,1710,3146,0.4564526382708201
2024Q2,Ñuble,Hombres,Básica completa,8297,7910,16207,0.5119392854939224
2024Q3,Ñuble,Hombres,Básica completa,2195,2482,4677,0.46931793884969
2024Q4,Ñuble,Hombres,Básica completa,1694,2150,3844,0.44068678459937566
2023Q1,Ñuble,Hombres,Media incompleta,6653,7776,14429,0.46108531429759514
2023Q2,Ñuble,Hombres,Media incompleta,4185,5556,9741,0.42962734832152755
2023Q3,Ñuble,Hombres,Media incompleta,8511,10655,19166,0.4440676197432954
2023Q4,Ñuble,Hombres,Media incompleta,4411,6808,11219,0.39317229699616724
2024Q1,Ñuble,Hombres,Media incompleta,6830,6834,13664,0.4998536299765808
2024Q2,Ñuble,Hombres,Media incompleta,1233,2058,3291,0.37465815861440294
2024Q3,Ñuble,Hombres,Media incompleta,1961,4312,6273,0.31260959668420213
2024Q4,Ñuble,Hombres,Media incompleta,4479,6009,10488,0.42705949656750575
2023Q1,Ñuble,Hombres,Media completa,2944,5987,8931,0.3296383383719628
2023Q2,Ñuble,Hombres,Media completa,1694,2668,4362,0.3883539660706098
2023Q3,Ñuble,Hombres,Media completa,7697,9928,17625,0.43670921985815603
2023Q4,Ñuble,Hombres,Media completa,7426,10932,18358,0.4045102952391328
2024Q1,Ñuble,Hombres,Media completa,1067,2286,3353,0.31822248732478375
2024Q2,Ñuble,Hombres,Media completa,2703,2895,5598,0.4828510182207931
2024Q3,Ñuble,Hombres,Media completa,3865,4848,8713,0.4435900378744405
2024Q4,Ñuble,Hombres,Media completa,3452,4628,8080,0.4272277227722772
2023Q1,Ñuble,Hombres,Superior incompleta,1482,1345,2827,0.5242306331800495
2023Q2,Ñuble,Hombres,Superior incompleta,2144,4617,6761,0.31711285312823545
2023Q3,Ñuble,Hombres,Superior incompleta,5945,8288,14233,0.41769128082624885
2023Q4,Ñuble,Hombres,Superior incompleta,3760,4175,7935,0.47385003150598615
2024Q1,Ñuble,Hombres,Superior incompleta,9672,13139,22811,0.4240059620358599
2024Q2,Ñuble,Hombres,Superior incompleta,6389,10030,16419,0.3891223582434984
2024Q3,Ñuble,Hombres,Superior incompleta,7373,10707,18080,0.4077986725663717
2024Q4,Ñuble,Hombres,Superior incompleta,4278,4916,9194,0.46530345877746354
2023Q1,Ñuble,Hombres,Superior completa,3796,10076,13872,0.27364475201845445
2023Q2,Ñuble,Hombres,Superior completa,4248,5852,10100,0.4205940594059406
2023Q3,Ñuble,Hombres,Superior completa,1471,1827,3298,0.44602789569436024
2023Q4,Ñuble,Hombres,Superior completa,3792,5881,9673,0.39201902202005584
2024Q1,Ñuble,Hombres,Superior completa,3679,4022,7701,0.47773016491364756
2024Q2,Ñuble,Hombres,Superior completa,4652,7156,11808,0.393970189701897
2024Q3,Ñuble,Hombres,Superior completa,2318,2598,4916,0.4715215622457282
2024Q4,Ñuble,Hombres,Superior completa,2211,3713,5924,0.37322754895340987
2023Q1,Ñuble,Mujeres,Sin educación,714,1939,2653,0.2691292875989446
2023Q2,Ñuble,Mujeres,Sin educación,1398,2694,4092,0.3416422287390029
2023Q3,Ñuble,Mujeres,Sin educación,6891,11714,18605,0.37038430529427574
2023Q4,Ñuble,Mujeres,Sin educación,825,1242,2067,0.3991291727140784
2024Q1,Ñuble,Mujeres,Sin educación,6343,8365,14708,0.43126189828664674
2024Q2,Ñuble,Mujeres,Sin educación,4437,10706,15143,0.2930066697483986
2024Q3,Ñuble,Mujeres,Sin educación,10375,11214,21589,0.4805688081893557
2024Q4,Ñuble,Mujeres,Sin educación,4040,8430,12470,0.3239775461106656
2023Q1,Ñuble,Mujeres,Básica incompleta,4540,9024,13564,0.33470952521380126
2023Q2,Ñuble,Mujeres,Básica incompleta,1272,2854,4126,0.30828889966068834
2023Q3,Ñuble,Mujeres,Básica incompleta,4609,5338,9947,0.4633557856640193
2023Q4,Ñuble,Mujeres,Básica incompleta,5237,6435,11672,0.4486806031528444
2024Q1,Ñuble,Mujeres,Básica incompleta,3770,5735,9505,0.39663335086796425
2024Q2,Ñuble,Mujeres,Básica incompleta,3406,6295,9701,0.3510978249664983
2024Q3,Ñuble,Mujeres,Básica incompleta,1975,3380,5355,0.36881419234360413
2024Q4,Ñuble,Mujeres,Básica incompleta,3850,5078,8928,0.43122759856630827
2023Q1,Ñuble,Mujeres,Básica completa,5269,11934,17203,0.30628378771144565
2023Q2,Ñuble,Mujeres,Básica completa,5944,7131,13075,0.45460803059273425
2023Q3,Ñuble,Mujeres,Básica completa,1000,1198,2198,0.4549590536851683
2023Q4,Ñuble,Mujeres,Básica completa,1541,2719,4260,0.3617370892018779
2024Q1,Ñuble,Mujeres,Básica completa,1629,2687,4316,0.37743280815569974
2024Q2,Ñuble,Mujeres,Básica completa,2682,3604,6286,0.42666242443525293
